customer_key,customer_id,country,region,credit_score_band,acquisition_channel
1842,CUS-001842,Netherlands,North Holland,Excellent,Installer Referral
1843,CUS-001843,Austria,Vienna,Poor,Online
1844,CUS-001844,Germany,Berlin,Good,Online
1845,CUS-001845,Austria,Styria,Good,Marketplace
1846,CUS-001846,Germany,Lower Saxony,Excellent,Installer Referral
1847,CUS-001847,Germany,Hesse,Excellent,Installer Referral
1848,CUS-001848,Netherlands,South Holland,Good,Installer Referral
1849,CUS-001849,Germany,Hesse,Good,Marketplace
1850,CUS-001850,Germany,Baden-Württemberg,Good,Direct Sales
1851,CUS-001851,Germany,Bavaria,Good,Installer Referral
1852,CUS-001852,Germany,Lower Saxony,Fair,Online
1853,CUS-001853,Netherlands,South Holland,Good,Partner Bank
1854,CUS-001854,Germany,North Rhine-Westphalia,Good,Online
1855,CUS-001855,Germany,Lower Saxony,Excellent,Partner Bank
1856,CUS-001856,Germany,Hesse,Fair,Online
1857,CUS-001857,Germany,Lower Saxony,Good,Installer Referral
1858,CUS-001858,Germany,Lower Saxony,Fair,Online
1859,CUS-001859,Austria,Styria,Excellent,Online
1860,CUS-001860,Austria,Upper Austria,Fair,Installer Referral
1861,CUS-001861,Germany,North Rhine-Westphalia,Poor,Online
1862,CUS-001862,Austria,Styria,Good,Partner Bank
1863,CUS-001863,Germany,Bavaria,Excellent,Marketplace
1864,CUS-001864,Germany,Bavaria,Good,Installer Referral
1865,CUS-001865,Austria,Styria,Good,Direct Sales
1866,CUS-001866,Germany,Lower Saxony,Fair,Online
1867,CUS-001867,Netherlands,South Holland,Good,Online
1868,CUS-001868,Austria,Upper Austria,Good,Installer Referral
1869,CUS-001869,Netherlands,North Brabant,Excellent,Installer Referral
1870,CUS-001870,Germany,Bavaria,Excellent,Marketplace
1871,CUS-001871,Germany,Bavaria,Fair,Installer Referral
1872,CUS-001872,Germany,Bavaria,Good,Installer Referral
1873,CUS-001873,Germany,Baden-Württemberg,Good,Marketplace
1874,CUS-001874,Austria,Vienna,Good,Partner Bank
1875,CUS-001875,Germany,Lower Saxony,Good,Online
1876,CUS-001876,Netherlands,South Holland,Excellent,Online
1877,CUS-001877,Germany,Lower Saxony,Excellent,Online
1878,CUS-001878,Netherlands,North Holland,Good,Marketplace
1879,CUS-001879,Germany,North Rhine-Westphalia,Fair,Partner Bank
1880,CUS-001880,Germany,Hesse,Good,Installer Referral
1881,CUS-001881,Germany,North Rhine-Westphalia,Fair,Installer Referral
1882,CUS-001882,Germany,North Rhine-Westphalia,Fair,Online
1883,CUS-001883,Germany,Hesse,Good,Installer Referral
1884,CUS-001884,Germany,Hesse,Good,Marketplace
1885,CUS-001885,Germany,Lower Saxony,Good,Installer Referral
1886,CUS-001886,Germany,Baden-Württemberg,Fair,Installer Referral
1887,CUS-001887,Austria,Upper Austria,Excellent,Partner Bank
1888,CUS-001888,Germany,Baden-Württemberg,Excellent,Partner Bank
1889,CUS-001889,Austria,Styria,Fair,Installer Referral
1890,CUS-001890,Germany,Hesse,Good,Direct Sales
1891,CUS-001891,Austria,Upper Austria,Fair,Marketplace
1892,CUS-001892,Austria,Upper Austria,Good,Marketplace
1893,CUS-001893,Germany,Lower Saxony,Poor,Installer Referral
1894,CUS-001894,Netherlands,North Holland,Fair,Installer Referral
1895,CUS-001895,Germany,Bavaria,Fair,Online
1896,CUS-001896,Austria,Styria,Good,Installer Referral
1897,CUS-001897,Germany,Berlin,Fair,Online
1898,CUS-001898,Austria,Styria,Good,Installer Referral
1899,CUS-001899,Netherlands,South Holland,Fair,Installer Referral
1900,CUS-001900,Germany,Berlin,Poor,Installer Referral
1901,CUS-001901,Germany,North Rhine-Westphalia,Good,Installer Referral
1902,CUS-001902,Germany,Baden-Württemberg,Fair,Partner Bank
1903,CUS-001903,Germany,Hesse,Fair,Direct Sales
1904,CUS-001904,Germany,Lower Saxony,Poor,Installer Referral
1905,CUS-001905,Germany,Berlin,Fair,Installer Referral
1906,CUS-001906,Germany,Berlin,Good,Direct Sales
1907,CUS-001907,Germany,Lower Saxony,Excellent,Installer Referral
1908,CUS-001908,Austria,Styria,Fair,Online
1909,CUS-001909,Germany,North Rhine-Westphalia,Fair,Installer Referral
1910,CUS-001910,Netherlands,North Holland,Poor,Partner Bank
1911,CUS-001911,Germany,Berlin,Excellent,Marketplace
1912,CUS-001912,Germany,Hesse,Good,Online
1913,CUS-001913,Germany,Lower Saxony,Fair,Marketplace
1914,CUS-001914,Germany,Baden-Württemberg,Good,Marketplace
1915,CUS-001915,Germany,Berlin,Good,Online
1916,CUS-001916,Germany,Bavaria,Poor,Installer Referral
1917,CUS-001917,Germany,Lower Saxony,Good,Installer Referral
1918,CUS-001918,Germany,Baden-Württemberg,Excellent,Online
1919,CUS-001919,Germany,Berlin,Good,Partner Bank
1920,CUS-001920,Netherlands,North Holland,Excellent,Installer Referral
1921,CUS-001921,Germany,Berlin,Excellent,Online
1922,CUS-001922,Austria,Styria,Fair,Marketplace
1923,CUS-001923,Austria,Vienna,Excellent,Installer Referral
1924,CUS-001924,Germany,Bavaria,Fair,Online
1925,CUS-001925,Germany,Bavaria,Fair,Online
1926,CUS-001926,Austria,Styria,Good,Installer Referral
1927,CUS-001927,Netherlands,North Holland,Good,Direct Sales
1928,CUS-001928,Germany,North Rhine-Westphalia,Excellent,Direct Sales
1929,CUS-001929,Germany,Hesse,Fair,Installer Referral
1930,CUS-001930,Germany,Hesse,Excellent,Direct Sales
1931,CUS-001931,Germany,Hesse,Fair,Installer Referral
1932,CUS-001932,Germany,Berlin,Fair,Online
1933,CUS-001933,Germany,Lower Saxony,Poor,Online
1934,CUS-001934,Germany,Berlin,Fair,Online
1935,CUS-001935,Germany,North Rhine-Westphalia,Excellent,Installer Referral
1936,CUS-001936,Austria,Styria,Fair,Installer Referral
1937,CUS-001937,Germany,Berlin,Good,Installer Referral
1938,CUS-001938,Germany,Hesse,Good,Installer Referral
1939,CUS-001939,Austria,Vienna,Excellent,Online
1940,CUS-001940,Germany,Berlin,Fair,Installer Referral
1941,CUS-001941,Austria,Vienna,Excellent,Installer Referral
1942,CUS-001942,Germany,Baden-Württemberg,Poor,Online
1943,CUS-001943,Germany,North Rhine-Westphalia,Excellent,Online
1944,CUS-001944,Austria,Vienna,Good,Installer Referral
1945,CUS-001945,Germany,North Rhine-Westphalia,Fair,Installer Referral
1946,CUS-001946,Germany,Berlin,Fair,Online
1947,CUS-001947,Germany,Hesse,Fair,Installer Referral
1948,CUS-001948,Germany,Baden-Württemberg,Excellent,Online
1949,CUS-001949,Austria,Vienna,Good,Direct Sales
1950,CUS-001950,Germany,Berlin,Good,Online
1951,CUS-001951,Germany,Berlin,Fair,Direct Sales
1952,CUS-001952,Austria,Upper Austria,Good,Installer Referral
1953,CUS-001953,Netherlands,South Holland,Excellent,Installer Referral
1954,CUS-001954,Germany,North Rhine-Westphalia,Good,Installer Referral
1955,CUS-001955,Germany,Baden-Württemberg,Excellent,Installer Referral
1956,CUS-001956,Germany,North Rhine-Westphalia,Good,Installer Referral
1957,CUS-001957,Germany,Hesse,Good,Installer Referral
1958,CUS-001958,Germany,Baden-Württemberg,Poor,Installer Referral
1959,CUS-001959,Germany,Lower Saxony,Fair,Direct Sales
1960,CUS-001960,Germany,North Rhine-Westphalia,Good,Installer Referral
1961,CUS-001961,Austria,Styria,Excellent,Online
1962,CUS-001962,Austria,Styria,Poor,Direct Sales
1963,CUS-001963,Germany,North Rhine-Westphalia,Poor,Installer Referral
1964,CUS-001964,Germany,Hesse,Good,Installer Referral
1965,CUS-001965,Germany,Berlin,Good,Installer Referral
1966,CUS-001966,Germany,North Rhine-Westphalia,Poor,Installer Referral
1967,CUS-001967,Germany,North Rhine-Westphalia,Excellent,Partner Bank
1968,CUS-001968,Austria,Styria,Poor,Direct Sales
1969,CUS-001969,Germany,Bavaria,Fair,Partner Bank
1970,CUS-001970,Germany,North Rhine-Westphalia,Good,Partner Bank
1971,CUS-001971,Germany,Hesse,Good,Online
1972,CUS-001972,Germany,Berlin,Good,Partner Bank
1973,CUS-001973,Austria,Upper Austria,Good,Online
1974,CUS-001974,Germany,Hesse,Fair,Installer Referral
1975,CUS-001975,Austria,Upper Austria,Poor,Installer Referral
1976,CUS-001976,Germany,Lower Saxony,Fair,Marketplace
1977,CUS-001977,Germany,Hesse,Excellent,Partner Bank
1978,CUS-001978,Germany,Hesse,Good,Online
1979,CUS-001979,Germany,Hesse,Good,Online
1980,CUS-001980,Germany,Baden-Württemberg,Fair,Installer Referral
1981,CUS-001981,Germany,North Rhine-Westphalia,Good,Installer Referral
1982,CUS-001982,Germany,Bavaria,Good,Online
1983,CUS-001983,Germany,Bavaria,Fair,Marketplace
1984,CUS-001984,Germany,Bavaria,Good,Online
1985,CUS-001985,Germany,Berlin,Good,Installer Referral
1986,CUS-001986,Austria,Styria,Fair,Installer Referral
1987,CUS-001987,Germany,North Rhine-Westphalia,Poor,Partner Bank
1988,CUS-001988,Austria,Upper Austria,Excellent,Installer Referral
1989,CUS-001989,Austria,Upper Austria,Poor,Direct Sales
1990,CUS-001990,Austria,Vienna,Good,Online
1991,CUS-001991,Austria,Vienna,Poor,Installer Referral
1992,CUS-001992,Austria,Vienna,Good,Online
1993,CUS-001993,Austria,Upper Austria,Fair,Online
1994,CUS-001994,Austria,Upper Austria,Fair,Online
1995,CUS-001995,Netherlands,South Holland,Good,Online
1996,CUS-001996,Germany,Baden-Württemberg,Excellent,Direct Sales
1997,CUS-001997,Germany,Berlin,Excellent,Direct Sales
1998,CUS-001998,Austria,Upper Austria,Good,Online
1999,CUS-001999,Austria,Styria,Good,Installer Referral
2000,CUS-002000,Germany,Bavaria,Poor,Installer Referral
